Transaction ID,Customer ID,Amount (TRY),Timestamp,Payment Type,Shipping Type,Card Type (BIN),Shipping City,IS_FRAUD (Target)
10565,111,1122.6792838934043,2023-01-21 19:24:00,Credit Card,Express,Visa,Izmir,0
10566,194,5231.668203912696,2023-01-01 04:07:00,Credit Card,Pick-up,MasterCard,Antalya,1
10567,145,369.1834128573379,2023-01-03 07:59:00,Credit Card,Standard,MasterCard,Bursa,0
10568,101,583.8930496525077,2023-01-21 14:08:00,Bank Transfer,Pick-up,MasterCard,Ankara,0
10569,134,1860.2191890547251,2023-01-25 23:04:00,Debit Card,Pick-up,Visa,Izmir,0
10570,186,1368.165437393393,2023-01-24 14:59:00,Credit Card,Express,Amex,Bursa,0
10571,180,1017.2932854257788,2023-01-27 11:34:00,Credit Card,Pick-up,Amex,Istanbul,0
10572,189,484.35533543300943,2023-01-19 02:23:00,Credit Card,Express,MasterCard,Antalya,1
10573,107,1985.210030954467,2023-01-05 07:46:00,Debit Card,Express,Amex,Bursa,0
10574,192,1359.3371230445543,2023-01-16 01:29:00,Debit Card,Pick-up,Amex,Izmir,0
10575,125,667.9988308226426,2023-01-22 12:11:00,Bank Transfer,Standard,MasterCard,Izmir,0
10576,173,1764.5738869957845,2023-01-19 00:34:00,Debit Card,Express,MasterCard,Izmir,0
10577,189,3587.2459164549873,2023-01-17 04:03:00,Bank Transfer,Pick-up,Visa,Bursa,1
10578,133,1110.8323294063657,2023-01-22 02:31:00,Bank Transfer,Express,Visa,Izmir,0
10579,106,1290.3379892731589,2023-01-10 22:50:00,Bank Transfer,Standard,Visa,Bursa,0
10580,167,481.07357433477046,2023-01-04 09:31:00,Bank Transfer,Standard,Visa,Izmir,0
10581,157,12678.912803255489,2023-01-04 04:12:00,Bank Transfer,Express,Amex,Istanbul,1
10582,174,1508.9742166590452,2023-01-02 08:41:00,Credit Card,Standard,Amex,Istanbul,0
10583,128,7367.812106690667,2023-01-09 02:17:00,Debit Card,Pick-up,Visa,Ankara,1
10584,135,402.15946644183674,2023-01-23 14:31:00,Credit Card,Pick-up,Visa,Izmir,0
10585,188,155.02350364615094,2023-01-08 12:48:00,Bank Transfer,Express,MasterCard,Izmir,0
10586,120,674.1166734159177,2023-01-10 04:55:00,Debit Card,Standard,Amex,Bursa,0
10587,135,1518.7153050311356,2023-01-04 04:07:00,Credit Card,Pick-up,Amex,Bursa,0
10588,109,575.1960316889489,2023-01-28 06:41:00,Credit Card,Pick-up,Visa,Izmir,0
10589,172,1102.134629966235,2023-01-15 03:49:00,Bank Transfer,Pick-up,Amex,Ankara,0
10590,123,1469.4969946249491,2023-01-12 12:07:00,Credit Card,Express,MasterCard,Izmir,0
10591,163,260.4902435606055,2023-01-03 07:58:00,Credit Card,Express,MasterCard,Bursa,0
10592,198,8977.679515801621,2023-01-16 05:19:00,Credit Card,Pick-up,Amex,Izmir,1
10593,148,229.14823103458716,2023-01-30 09:58:00,Credit Card,Pick-up,Visa,Bursa,0
10594,198,12511.371445665442,2023-01-08 05:08:00,Credit Card,Standard,Amex,Izmir,1
10595,135,1002.3685536266322,2023-01-29 02:06:00,Bank Transfer,Standard,MasterCard,Antalya,0
10596,181,343.8184100342609,2023-01-22 21:21:00,Bank Transfer,Standard,Visa,Bursa,0
10597,195,717.6480902654157,2023-01-04 22:58:00,Credit Card,Express,Amex,Ankara,0
10598,123,856.1620761257598,2023-01-01 21:13:00,Bank Transfer,Pick-up,Visa,Antalya,0
10599,122,1528.460771599248,2023-01-20 03:03:00,Bank Transfer,Express,Visa,Izmir,0
10600,161,1499.6763828493881,2023-01-22 18:29:00,Debit Card,Pick-up,MasterCard,Bursa,0
10601,195,1243.2839854077954,2023-01-08 19:21:00,Credit Card,Standard,Visa,Antalya,0
10602,136,256.5648894890613,2023-01-07 14:17:00,Bank Transfer,Standard,Amex,Ankara,0
10603,111,2237.798263625494,2023-01-30 04:55:00,Bank Transfer,Standard,Visa,Bursa,1
10604,154,232.82599525883543,2023-01-23 17:03:00,Credit Card,Standard,Visa,Antalya,0
10605,112,1175.4869274107227,2023-01-23 04:34:00,Debit Card,Pick-up,Amex,Antalya,0
10606,122,1760.4199609472378,2023-01-06 13:22:00,Credit Card,Standard,MasterCard,Antalya,0
10607,188,895.9109988968049,2023-01-03 22:47:00,Debit Card,Pick-up,MasterCard,Istanbul,0
10608,198,2354.9702137875124,2023-01-30 05:48:00,Credit Card,Pick-up,Amex,Izmir,1
10609,129,1138.1825340404857,2023-01-16 01:38:00,Credit Card,Express,Amex,Bursa,0
10610,116,1632.9168228881342,2023-01-14 16:58:00,Credit Card,Standard,MasterCard,Bursa,0
10611,161,1496.3385199502136,2023-01-08 10:23:00,Credit Card,Standard,Visa,Bursa,0
10612,183,1768.8290203662916,2023-01-13 04:50:00,Debit Card,Express,Amex,Antalya,0
10613,188,591.9090896352923,2023-01-09 14:32:00,Debit Card,Pick-up,Visa,Izmir,0
10614,185,428.21004117216097,2023-01-23 10:19:00,Bank Transfer,Standard,Amex,Ankara,0
10615,112,1765.6421475867805,2023-01-11 20:41:00,Credit Card,Pick-up,MasterCard,Bursa,0
10616,158,1332.242609917145,2023-01-10 17:18:00,Debit Card,Express,Visa,Izmir,0
10617,118,656.3114135147306,2023-01-05 09:05:00,Debit Card,Pick-up,Visa,Izmir,0
10618,148,1497.578698616393,2023-01-23 17:26:00,Debit Card,Standard,Amex,Istanbul,0
10619,199,1639.4808497367173,2023-01-14 01:02:00,Credit Card,Pick-up,Visa,Bursa,0
10620,111,1249.207568665208,2023-01-09 20:01:00,Bank Transfer,Pick-up,Amex,Antalya,0
10621,160,1391.3740142658344,2023-01-28 14:43:00,Debit Card,Standard,MasterCard,Izmir,0
10622,118,781.7568136631993,2023-01-09 15:07:00,Credit Card,Standard,Visa,Izmir,0
10623,175,1100.4565513189261,2023-01-15 06:46:00,Debit Card,Pick-up,Amex,Ankara,0
10624,108,1072.1103829160163,2023-01-02 13:10:00,Debit Card,Pick-up,Visa,Istanbul,0
10625,170,1703.6931927050052,2023-01-05 12:31:00,Bank Transfer,Express,Amex,Izmir,0
10626,127,1687.929761550256,2023-01-30 07:49:00,Debit Card,Standard,Amex,Izmir,0
10627,177,10838.81296557284,2023-01-19 03:17:00,Debit Card,Pick-up,Amex,Antalya,1
10628,194,71.5116478118083,2023-01-04 07:25:00,Credit Card,Standard,MasterCard,Antalya,0
10629,151,1511.613694714332,2023-01-15 03:14:00,Credit Card,Express,Visa,Ankara,0
10630,182,1529.4189607164594,2023-01-17 14:49:00,Bank Transfer,Pick-up,MasterCard,Ankara,0
10631,115,8890.304514635229,2023-01-21 04:20:00,Credit Card,Pick-up,Amex,Ankara,1
10632,168,9873.840408301467,2023-01-21 04:03:00,Credit Card,Pick-up,Amex,Antalya,1
10633,198,1691.842224418582,2023-01-04 20:32:00,Bank Transfer,Standard,MasterCard,Antalya,0
10634,111,967.122155498482,2023-01-01 10:27:00,Debit Card,Express,MasterCard,Istanbul,0
10635,124,1028.9979163024718,2023-01-09 07:49:00,Bank Transfer,Standard,Visa,Bursa,0
10636,151,293.1924109772114,2023-01-10 13:40:00,Credit Card,Pick-up,Amex,Bursa,0
10637,184,801.4829719423556,2023-01-05 13:49:00,Bank Transfer,Express,MasterCard,Istanbul,0
10638,199,1304.5621008279795,2023-01-25 04:12:00,Debit Card,Pick-up,Amex,Bursa,0
10639,152,1571.7795634871852,2023-01-20 12:48:00,Bank Transfer,Pick-up,Amex,Antalya,0
10640,122,3066.691304871719,2023-01-27 04:12:00,Credit Card,Standard,Visa,Bursa,1
10641,115,2064.2089448699194,2023-01-20 03:10:00,Credit Card,Pick-up,Visa,Antalya,1
10642,156,8696.632438841156,2023-01-29 04:33:00,Bank Transfer,Express,Visa,Istanbul,1
10643,138,53.665772873575754,2023-01-01 04:09:00,Debit Card,Pick-up,MasterCard,Ankara,0
10644,152,397.82653939929315,2023-01-14 09:49:00,Bank Transfer,Pick-up,Amex,Istanbul,0
10645,141,106.68919167070979,2023-01-18 23:41:00,Debit Card,Standard,MasterCard,Bursa,0
10646,157,375.4259798169983,2023-01-17 08:56:00,Debit Card,Express,MasterCard,Antalya,0
10647,138,403.5725958547352,2023-01-22 21:08:00,Bank Transfer,Standard,Visa,Bursa,0
10648,113,805.9635097632687,2023-01-07 08:55:00,Debit Card,Pick-up,Amex,Bursa,0
10649,194,834.5378931387842,2023-01-18 16:24:00,Credit Card,Standard,Amex,Ankara,0
10650,104,11363.907044024465,2023-01-12 05:00:00,Bank Transfer,Standard,Visa,Bursa,1
10651,134,1044.713939372709,2023-01-25 14:40:00,Debit Card,Standard,Amex,Ankara,0
10652,186,1460.6392929439583,2023-01-21 12:26:00,Credit Card,Standard,Visa,Antalya,0
10653,192,253.06784794456053,2023-01-28 19:27:00,Bank Transfer,Pick-up,MasterCard,Antalya,0
10654,174,489.605573154203,2023-01-29 18:30:00,Credit Card,Pick-up,MasterCard,Ankara,0
10655,117,1420.7397099084196,2023-01-02 09:07:00,Credit Card,Express,Visa,Istanbul,0
10656,175,152.96772291362979,2023-01-18 10:25:00,Credit Card,Standard,MasterCard,Antalya,0
10657,108,998.8654413753186,2023-01-09 23:48:00,Debit Card,Standard,MasterCard,Istanbul,0
10658,173,1218.769483042721,2023-01-10 01:06:00,Bank Transfer,Express,Visa,Antalya,0
10659,157,1224.184005902338,2023-01-02 22:13:00,Bank Transfer,Standard,MasterCard,Antalya,0
10660,116,94.71898197268196,2023-01-07 20:38:00,Debit Card,Express,Amex,Izmir,0
10661,106,678.1106082469117,2023-01-30 19:46:00,Bank Transfer,Pick-up,MasterCard,Bursa,0
10662,145,1291.1567695458505,2023-01-08 04:57:00,Credit Card,Express,Visa,Bursa,0
10663,112,340.5494854910247,2023-01-06 02:27:00,Bank Transfer,Standard,Amex,Istanbul,0
10664,139,1406.060514239704,2023-01-24 10:56:00,Debit Card,Express,Amex,Bursa,0
10665,141,1504.5541571866654,2023-01-03 15:03:00,Credit Card,Pick-up,MasterCard,Istanbul,0
10666,108,1964.8399213699834,2023-01-03 23:38:00,Debit Card,Standard,Amex,Antalya,0
10667,149,459.1918899699984,2023-01-04 05:48:00,Credit Card,Pick-up,Visa,Izmir,0
10668,126,1659.0048019489248,2023-01-15 08:31:00,Credit Card,Pick-up,Amex,Izmir,0
10669,165,1064.5783249913754,2023-01-25 04:20:00,Bank Transfer,Express,MasterCard,Antalya,0
10670,104,778.2520624811382,2023-01-24 22:44:00,Credit Card,Pick-up,MasterCard,Ankara,0
10671,128,1869.1563412049181,2023-01-23 05:18:00,Debit Card,Standard,Amex,Ankara,1
10672,136,1484.2359326506983,2023-01-15 12:42:00,Bank Transfer,Pick-up,Visa,Bursa,0
10673,137,509.92231833018985,2023-01-24 15:08:00,Debit Card,Pick-up,Visa,Istanbul,0
10674,182,774.2729036524393,2023-01-15 02:36:00,Credit Card,Express,MasterCard,Izmir,0
10675,107,171.95734244986846,2023-01-08 23:00:00,Debit Card,Pick-up,MasterCard,Bursa,0
10676,164,1612.6654858480622,2023-01-12 18:48:00,Debit Card,Express,Visa,Antalya,0
10677,185,1544.8476217447046,2023-01-22 00:26:00,Credit Card,Express,Amex,Izmir,0
10678,116,1480.5508685825093,2023-01-21 23:29:00,Bank Transfer,Standard,Amex,Istanbul,0
10679,170,633.914845459179,2023-01-17 16:00:00,Debit Card,Standard,Amex,Istanbul,0
10680,188,388.2861448186166,2023-01-10 17:31:00,Credit Card,Standard,Amex,Ankara,0
10681,144,1293.2288657169481,2023-01-02 23:46:00,Bank Transfer,Standard,Visa,Bursa,0
10682,103,1017.524449020778,2023-01-05 02:18:00,Bank Transfer,Express,MasterCard,Antalya,0
10683,135,397.5923104640511,2023-01-13 18:35:00,Bank Transfer,Pick-up,MasterCard,Izmir,0
10684,169,1387.5269785472342,2023-01-28 02:19:00,Debit Card,Standard,Amex,Istanbul,0
10685,130,1982.696542051542,2023-01-27 04:27:00,Debit Card,Standard,Visa,Izmir,0
10686,118,1507.0781960969734,2023-01-03 18:46:00,Debit Card,Standard,Visa,Antalya,0
10687,160,1492.973454036943,2023-01-24 21:13:00,Bank Transfer,Pick-up,Amex,Izmir,0
10688,153,1903.1098682146537,2023-01-08 14:36:00,Debit Card,Standard,Amex,Bursa,0
10689,138,445.72591677105925,2023-01-22 07:03:00,Credit Card,Pick-up,Amex,Ankara,0
10690,190,1152.8224315968087,2023-01-05 05:18:00,Debit Card,Express,MasterCard,Izmir,0
10691,173,1960.3110943160727,2023-01-21 13:51:00,Debit Card,Express,Amex,Ankara,0
10692,189,372.32351639184037,2023-01-21 22:20:00,Bank Transfer,Express,MasterCard,Antalya,0
10693,118,1415.491320916816,2023-01-29 22:51:00,Debit Card,Pick-up,Visa,Ankara,0
10694,138,1192.3297846452087,2023-01-03 18:01:00,Credit Card,Standard,Visa,Izmir,0
10695,166,7729.802304104137,2023-01-21 05:57:00,Bank Transfer,Standard,MasterCard,Izmir,1
10696,144,1410.4577236641464,2023-01-29 20:54:00,Credit Card,Standard,MasterCard,Istanbul,0
10697,112,1862.7529996075841,2023-01-22 19:37:00,Bank Transfer,Standard,MasterCard,Izmir,0
10698,191,1576.034782710109,2023-01-16 14:44:00,Bank Transfer,Standard,MasterCard,Ankara,0
10699,157,159.46540166160952,2023-01-13 13:43:00,Debit Card,Pick-up,Amex,Istanbul,0
10700,119,1712.819638757637,2023-01-21 09:05:00,Credit Card,Express,Visa,Izmir,0
10701,191,489.8055933551786,2023-01-28 09:34:00,Bank Transfer,Standard,Amex,Izmir,0
10702,171,784.9826212359253,2023-01-02 02:27:00,Debit Card,Express,MasterCard,Antalya,0
10703,160,950.3789865441453,2023-01-30 13:31:00,Bank Transfer,Pick-up,Amex,Istanbul,0
10704,138,987.7667014684858,2023-01-15 14:31:00,Bank Transfer,Pick-up,Amex,Antalya,0
10705,100,5819.214902744678,2023-01-19 05:52:00,Bank Transfer,Standard,Visa,Antalya,1
10706,102,1877.8389237209356,2023-01-08 04:30:00,Bank Transfer,Pick-up,Amex,Antalya,0
10707,176,1426.737064944848,2023-01-14 01:36:00,Bank Transfer,Express,Visa,Bursa,0
10708,191,1280.7827596155773,2023-01-15 02:08:00,Bank Transfer,Standard,MasterCard,Antalya,0
10709,161,147.19195417673603,2023-01-21 10:32:00,Debit Card,Standard,Amex,Ankara,0
10710,162,1812.6309940077306,2023-01-05 17:57:00,Bank Transfer,Express,MasterCard,Izmir,0
10711,124,1823.3108744163726,2023-01-24 18:17:00,Credit Card,Standard,Visa,Bursa,0
10712,155,1571.4154736886996,2023-01-15 12:04:00,Debit Card,Standard,MasterCard,Antalya,0
10713,132,412.5569599141474,2023-01-04 04:54:00,Credit Card,Express,MasterCard,Izmir,1
10714,137,161.69648960136556,2023-01-07 13:04:00,Bank Transfer,Standard,Visa,Istanbul,0
10715,105,489.18621942355503,2023-01-26 14:45:00,Credit Card,Standard,MasterCard,Istanbul,0
10716,157,306.13134588256804,2023-01-29 21:57:00,Bank Transfer,Express,MasterCard,Izmir,0
10717,143,827.7302579222725,2023-01-13 18:52:00,Bank Transfer,Pick-up,MasterCard,Ankara,0
10718,144,1849.11496327119,2023-01-28 12:13:00,Debit Card,Express,Amex,Izmir,0
10719,131,970.5178466841467,2023-01-14 23:42:00,Debit Card,Standard,MasterCard,Izmir,0
10720,144,76.13512154272294,2023-01-26 23:12:00,Bank Transfer,Express,Visa,Bursa,0
10721,160,601.354094678586,2023-01-07 03:28:00,Debit Card,Standard,Amex,Istanbul,0
10722,146,136.960071327275,2023-01-10 02:56:00,Credit Card,Standard,Amex,Istanbul,0
10723,120,120.7608640963292,2023-01-01 09:49:00,Debit Card,Express,Visa,Antalya,0
10724,179,587.6537135363269,2023-01-15 12:28:00,Debit Card,Standard,MasterCard,Izmir,0
10725,184,587.4440604239436,2023-01-05 12:29:00,Credit Card,Pick-up,Amex,Izmir,0
10726,174,1584.8968750731278,2023-01-29 02:21:00,Debit Card,Standard,Amex,Ankara,0
10727,135,1950.9275729231683,2023-01-30 07:42:00,Bank Transfer,Express,Amex,Istanbul,0
10728,198,773.8538330854966,2023-01-07 22:08:00,Credit Card,Pick-up,MasterCard,Ankara,0
10729,118,886.3294137790252,2023-01-02 17:02:00,Bank Transfer,Pick-up,Amex,Bursa,0
10730,119,1697.3394007577417,2023-01-07 13:40:00,Credit Card,Standard,Visa,Antalya,0
10731,156,572.8710891862511,2023-01-24 11:03:00,Bank Transfer,Express,MasterCard,Ankara,0
10732,117,354.9445185867235,2023-01-07 10:35:00,Bank Transfer,Standard,Visa,Istanbul,0
10733,146,11096.538077779433,2023-01-20 03:57:00,Debit Card,Standard,Visa,Bursa,1
10734,148,140.6761435581277,2023-01-10 05:09:00,Bank Transfer,Express,Amex,Izmir,0
10735,113,1258.4139083888606,2023-01-01 06:46:00,Debit Card,Express,Amex,Bursa,0
10736,114,1145.8860525602731,2023-01-06 03:04:00,Credit Card,Standard,Amex,Ankara,0
10737,130,724.5448726283038,2023-01-16 15:53:00,Bank Transfer,Pick-up,Visa,Istanbul,0
10738,100,664.61956613985,2023-01-17 22:06:00,Bank Transfer,Standard,MasterCard,Ankara,0
10739,153,1555.1225660541616,2023-01-13 01:29:00,Credit Card,Pick-up,Amex,Izmir,0
10740,102,1415.1556030448635,2023-01-09 02:35:00,Credit Card,Standard,Amex,Izmir,1
10741,115,511.7294031572015,2023-01-04 02:45:00,Bank Transfer,Express,Visa,Istanbul,0
10742,186,1478.275027084275,2023-01-29 22:29:00,Credit Card,Pick-up,MasterCard,Antalya,0
10743,156,1119.2251382665272,2023-01-02 19:38:00,Debit Card,Express,Visa,Bursa,0
10744,174,299.57700664049344,2023-01-21 22:23:00,Credit Card,Express,Amex,Bursa,0
10745,111,1770.1644478500173,2023-01-21 10:25:00,Credit Card,Express,Visa,Izmir,0
10746,173,817.2233007990035,2023-01-16 17:53:00,Bank Transfer,Express,Amex,Ankara,0
10747,195,1664.343331878237,2023-01-07 16:03:00,Debit Card,Express,MasterCard,Ankara,0
10748,115,1586.040380279032,2023-01-28 13:36:00,Credit Card,Standard,Visa,Antalya,0
10749,171,1267.6296206198697,2023-01-04 17:28:00,Debit Card,Pick-up,Amex,Ankara,0
10750,175,1014.2382060254313,2023-01-04 05:01:00,Debit Card,Standard,Amex,Bursa,0
10751,123,1960.1241387444259,2023-01-11 05:19:00,Debit Card,Standard,Amex,Ankara,0
10752,127,332.68189114064324,2023-01-21 07:07:00,Bank Transfer,Standard,Amex,Antalya,0
10753,107,1464.0536687246738,2023-01-06 06:06:00,Credit Card,Express,Visa,Bursa,0
10754,191,422.82186785633854,2023-01-09 13:06:00,Bank Transfer,Standard,Amex,Ankara,0
10755,135,709.6130553980794,2023-01-17 16:42:00,Credit Card,Pick-up,Visa,Bursa,0
10756,189,651.9625495777308,2023-01-11 11:26:00,Credit Card,Standard,Amex,Izmir,0
10757,107,1896.7201760905098,2023-01-13 01:47:00,Bank Transfer,Express,Visa,Izmir,0
10758,157,1936.3445466871367,2023-01-19 18:42:00,Debit Card,Pick-up,Visa,Izmir,0
10759,159,2634.89667245419,2023-01-17 05:08:00,Debit Card,Pick-up,Amex,Ankara,1
10760,149,92.96856258013317,2023-01-19 09:54:00,Credit Card,Pick-up,Amex,Antalya,0
10761,127,1454.0156773430706,2023-01-13 17:23:00,Bank Transfer,Pick-up,Amex,Bursa,0
10762,191,865.0803710474445,2023-01-13 12:19:00,Debit Card,Standard,Amex,Istanbul,0
10763,140,223.23847792075054,2023-01-07 20:50:00,Debit Card,Express,MasterCard,Izmir,0
10764,199,1383.320505875233,2023-01-29 09:03:00,Credit Card,Pick-up,Amex,Izmir,0
10765,163,1112.9557801083645,2023-01-08 03:23:00,Credit Card,Pick-up,Amex,Istanbul,0
10766,126,1962.0078029021568,2023-01-13 16:39:00,Bank Transfer,Express,Amex,Istanbul,0
10767,162,493.44851692968894,2023-01-16 21:48:00,Credit Card,Standard,Visa,Ankara,0
10768,116,837.7568588367691,2023-01-27 08:32:00,Debit Card,Pick-up,Amex,Bursa,0
10769,172,1107.9643166210747,2023-01-25 10:10:00,Debit Card,Standard,Visa,Izmir,0
10770,132,1593.8149774840358,2023-01-27 03:43:00,Debit Card,Standard,Visa,Antalya,0
10771,183,7254.481993043926,2023-01-07 02:43:00,Debit Card,Standard,Visa,Ankara,1
10772,176,1245.1553136808009,2023-01-08 09:17:00,Bank Transfer,Standard,Visa,Ankara,0
10773,191,490.9867506003845,2023-01-25 02:44:00,Bank Transfer,Pick-up,MasterCard,Antalya,0
10774,128,1701.4915197726916,2023-01-28 15:11:00,Credit Card,Pick-up,Amex,Antalya,0
10775,112,885.8295665924277,2023-01-21 05:34:00,Credit Card,Standard,Visa,Antalya,0
10776,145,324.87127366745005,2023-01-03 17:07:00,Credit Card,Standard,Amex,Istanbul,0
10777,134,1345.166433285564,2023-01-24 07:35:00,Bank Transfer,Express,Visa,Izmir,0
10778,105,471.37638371134966,2023-01-04 08:27:00,Debit Card,Express,MasterCard,Istanbul,0
10779,181,240.2468949666345,2023-01-22 06:07:00,Credit Card,Express,Visa,Izmir,0
10780,168,1730.874471388331,2023-01-10 12:19:00,Debit Card,Pick-up,Amex,Istanbul,0
10781,146,6134.683834110886,2023-01-26 02:32:00,Credit Card,Express,Amex,Bursa,1
10782,124,1511.103239756764,2023-01-18 23:23:00,Credit Card,Pick-up,MasterCard,Izmir,0
10783,165,616.6457416223924,2023-01-04 16:33:00,Credit Card,Pick-up,Amex,Ankara,0
10784,109,1584.5917630894494,2023-01-10 10:38:00,Credit Card,Pick-up,Amex,Izmir,0
10785,155,268.27505769198416,2023-01-21 00:07:00,Credit Card,Pick-up,Visa,Izmir,0
10786,129,744.1480788999628,2023-01-04 09:27:00,Debit Card,Express,Amex,Izmir,0
10787,104,1957.2205450483807,2023-01-03 16:14:00,Credit Card,Standard,Visa,Bursa,0
10788,132,1598.2799469176118,2023-01-11 02:16:00,Debit Card,Standard,MasterCard,Istanbul,0
10789,164,1019.649064113642,2023-01-03 11:18:00,Bank Transfer,Standard,Amex,Ankara,0
10790,117,712.5660695456759,2023-01-07 18:52:00,Credit Card,Express,Visa,Istanbul,0
10791,195,1750.6646150438291,2023-01-26 05:43:00,Debit Card,Standard,Amex,Istanbul,0
10792,148,1112.4531302148055,2023-01-25 10:26:00,Bank Transfer,Express,Visa,Antalya,0
10793,110,1528.9287848447666,2023-01-26 16:06:00,Bank Transfer,Express,MasterCard,Bursa,0
10794,184,1520.50997661652,2023-01-24 10:49:00,Bank Transfer,Express,Visa,Antalya,0
10795,125,84.99407320855907,2023-01-28 16:47:00,Debit Card,Standard,Amex,Bursa,0
10796,162,296.19487644559626,2023-01-14 08:29:00,Credit Card,Standard,Visa,Istanbul,0
10797,188,1336.2772644697473,2023-01-07 17:13:00,Credit Card,Standard,Amex,Istanbul,0
10798,185,365.1586320074493,2023-01-20 08:37:00,Debit Card,Pick-up,MasterCard,Bursa,0
10799,158,548.2120220784292,2023-01-22 22:41:00,Credit Card,Express,Visa,Istanbul,0
10800,126,1895.944010689234,2023-01-27 10:44:00,Debit Card,Pick-up,Amex,Istanbul,0
10801,148,1142.355403831078,2023-01-12 06:44:00,Credit Card,Express,Amex,Ankara,0
10802,176,9803.94297988324,2023-01-19 04:56:00,Bank Transfer,Standard,Amex,Antalya,1
10803,132,1138.0624406261477,2023-01-12 16:06:00,Credit Card,Express,Visa,Antalya,0
10804,197,1127.4015488263142,2023-01-17 00:59:00,Debit Card,Express,Visa,Antalya,0
10805,198,233.5962247451109,2023-01-26 17:14:00,Debit Card,Pick-up,Visa,Izmir,0
10806,100,720.143225587751,2023-01-28 23:57:00,Bank Transfer,Express,MasterCard,Ankara,0
10807,120,600.7402524386979,2023-01-14 06:14:00,Debit Card,Standard,Amex,Antalya,0
10808,154,811.9203129465458,2023-01-08 08:29:00,Credit Card,Express,Amex,Antalya,0
10809,105,1606.7711670374401,2023-01-02 03:37:00,Credit Card,Express,MasterCard,Ankara,0
10810,191,775.2687024378864,2023-01-23 18:04:00,Bank Transfer,Express,MasterCard,Istanbul,0
10811,180,930.8087975017812,2023-01-28 10:51:00,Debit Card,Pick-up,Visa,Antalya,0
10812,168,5341.89214112817,2023-01-03 05:44:00,Bank Transfer,Express,Visa,Istanbul,1
10813,194,232.14554535182643,2023-01-20 03:02:00,Credit Card,Express,Visa,Antalya,0
10814,104,910.0907085890283,2023-01-13 19:17:00,Bank Transfer,Pick-up,Visa,Bursa,0
10815,102,431.43808243680434,2023-01-29 15:27:00,Debit Card,Pick-up,Visa,Izmir,0
10816,152,414.1104267574309,2023-01-27 17:45:00,Bank Transfer,Pick-up,Visa,Antalya,0
10817,122,233.3704036468194,2023-01-14 14:41:00,Debit Card,Pick-up,MasterCard,Bursa,0
10818,152,745.5083995764412,2023-01-20 17:50:00,Debit Card,Standard,MasterCard,Ankara,0
10819,136,1527.0896753393638,2023-01-05 04:09:00,Credit Card,Standard,MasterCard,Bursa,0
10820,173,3814.6755969734127,2023-01-04 05:52:00,Credit Card,Express,Amex,Ankara,1
10821,173,659.0807486767515,2023-01-07 12:57:00,Credit Card,Standard,Amex,Antalya,0
10822,182,1303.215582461226,2023-01-30 03:49:00,Debit Card,Express,Visa,Ankara,0
10823,116,431.8895845444918,2023-01-02 20:31:00,Bank Transfer,Standard,MasterCard,Bursa,0
10824,184,1799.067964325892,2023-01-05 12:39:00,Debit Card,Pick-up,Amex,Izmir,0
10825,177,1064.371520340531,2023-01-26 12:10:00,Credit Card,Pick-up,Amex,Istanbul,0
10826,172,922.825733624423,2023-01-09 20:14:00,Credit Card,Standard,MasterCard,Istanbul,0
10827,100,1137.7493742619426,2023-01-03 14:02:00,Bank Transfer,Standard,Amex,Izmir,0
10828,150,2420.4603546400263,2023-01-04 05:46:00,Credit Card,Express,Amex,Istanbul,1
10829,144,1246.2726203463938,2023-01-21 21:36:00,Credit Card,Express,MasterCard,Antalya,0
10830,176,4908.998874908599,2023-01-28 02:11:00,Credit Card,Express,Amex,Antalya,1
10831,103,1799.513364881007,2023-01-10 12:19:00,Bank Transfer,Pick-up,MasterCard,Bursa,0
10832,161,2456.069733902515,2023-01-15 05:18:00,Debit Card,Pick-up,Amex,Bursa,1
10833,164,1038.74965253761,2023-01-24 07:36:00,Credit Card,Pick-up,MasterCard,Ankara,0
10834,131,1216.319627269585,2023-01-30 02:58:00,Bank Transfer,Pick-up,Amex,Bursa,0
10835,133,115.09802348344338,2023-01-23 09:27:00,Credit Card,Express,Amex,Antalya,0
10836,191,759.2015932744735,2023-01-20 09:38:00,Bank Transfer,Pick-up,MasterCard,Bursa,0
10837,194,1478.638707666624,2023-01-29 02:29:00,Credit Card,Pick-up,Amex,Istanbul,0
10838,171,1649.736139525498,2023-01-13 05:20:00,Bank Transfer,Pick-up,MasterCard,Ankara,0
10839,138,660.6658898937006,2023-01-15 04:35:00,Credit Card,Pick-up,MasterCard,Ankara,0
10840,125,10408.362656948404,2023-01-13 05:41:00,Debit Card,Standard,Amex,Antalya,1
10841,133,1937.1239603516083,2023-01-10 20:31:00,Credit Card,Express,Visa,Bursa,0
10842,153,1720.9041753464335,2023-01-14 07:50:00,Bank Transfer,Express,Amex,Istanbul,0
10843,102,279.40577691068415,2023-01-20 00:26:00,Credit Card,Pick-up,Visa,Bursa,0
10844,149,1492.4741475668043,2023-01-23 00:41:00,Debit Card,Standard,Visa,Izmir,0
10845,111,673.3503232590622,2023-01-10 12:24:00,Credit Card,Express,Amex,Bursa,0
10846,164,1977.4111793535492,2023-01-02 11:23:00,Bank Transfer,Express,Visa,Antalya,0
10847,153,996.4500171617799,2023-01-18 11:34:00,Bank Transfer,Pick-up,MasterCard,Bursa,0
